"","X","id","t0","L1","L2","L3","A","Y"
"10183",10183,1455,0,3,-1.46383482353206,7,1,NA
"10184",10184,1455,1,3,-1.35408227884806,NA,1,NA
"10185",10185,1455,2,NA,NA,NA,NA,-5.52697965465294
"10190",10190,1456,0,3,-1.33863749028933,10,1,NA
"10191",10191,1456,1,1,-1.51652433884364,NA,1,NA
"10192",10192,1456,2,NA,NA,NA,NA,-3.81717419511776
"10197",10197,1457,0,2,-1.39407679774887,8,1,NA
"10198",10198,1457,1,2,-1.63772716517215,NA,1,NA
"10199",10199,1457,2,NA,NA,NA,NA,-4.556206758994
"10204",10204,1458,0,2,-1.52599023014571,7,0,NA
"10205",10205,1458,1,2,0.492661317959708,NA,0,NA
"10206",10206,1458,2,NA,NA,NA,NA,-4.53523870992169
"10211",10211,1459,0,1,-1.36347288072655,10,1,NA
"10212",10212,1459,1,2,-1.52621576046466,NA,0,NA
"10213",10213,1459,2,NA,NA,NA,NA,-4.54828132878933
"10218",10218,1460,0,2,-1.36231493779817,5,1,NA
"10219",10219,1460,1,2,-1.39679870118415,NA,1,NA
"10220",10220,1460,2,NA,NA,NA,NA,-5.30795049668002
"10225",10225,1461,0,1,0.506265664476129,10,0,NA
"10226",10226,1461,1,1,0.465935539609668,NA,0,NA
"10227",10227,1461,2,NA,NA,NA,NA,-4.68150733253686
"10232",10232,1462,0,2,-1.71446231015285,5,1,NA
"10233",10233,1462,1,2,-1.50690830005747,NA,1,NA
"10234",10234,1462,2,NA,NA,NA,NA,-5.44234610808909
"10239",10239,1463,0,1,-1.37340068998171,9,1,NA
"10240",10240,1463,1,2,-1.42957935786121,NA,1,NA
"10241",10241,1463,2,NA,NA,NA,NA,-5.42602994839223
"10246",10246,1464,0,2,-1.38025325060736,10,1,NA
"10247",10247,1464,1,3,-1.48244735407955,NA,1,NA
"10248",10248,1464,2,NA,NA,NA,NA,-1.83190013575295
"10253",10253,1465,0,3,0.491981861122425,5,1,NA
"10254",10254,1465,1,2,-1.65501662467554,NA,1,NA
"10255",10255,1465,2,NA,NA,NA,NA,-2.67079650108631
"10260",10260,1466,0,3,-1.48548480533418,10,1,NA
"10261",10261,1466,1,3,-1.63486029757327,NA,1,NA
"10262",10262,1466,2,NA,NA,NA,NA,-4.73696126068368
"10267",10267,1467,0,2,-1.51356929073966,6,1,NA
"10268",10268,1467,1,1,-1.56818622965679,NA,1,NA
"10269",10269,1467,2,NA,NA,NA,NA,-5.2021068243015
"10274",10274,1468,0,2,-1.55599620007679,6,1,NA
"10275",10275,1468,1,3,-1.50528980679028,NA,1,NA
"10276",10276,1468,2,NA,NA,NA,NA,-4.5545896210424
"10281",10281,1469,0,3,-1.46118342757285,10,1,NA
"10282",10282,1469,1,2,-1.54897854103485,NA,1,NA
"10283",10283,1469,2,NA,NA,NA,NA,-4.76205172554969
"10288",10288,1470,0,2,-1.51427324658126,9,1,NA
"10289",10289,1470,1,3,-1.59031471872905,NA,1,NA
"10290",10290,1470,2,NA,NA,NA,NA,-4.68803593068207
"10295",10295,1471,0,2,-1.42586525151888,10,1,NA
"10296",10296,1471,1,3,-1.52736113945979,NA,1,NA
"10297",10297,1471,2,NA,NA,NA,NA,-3.94588834596967
"10302",10302,1472,0,2,-1.57147174460382,7,1,NA
"10303",10303,1472,1,2,-1.53806120045949,NA,1,NA
"10304",10304,1472,2,NA,NA,NA,NA,-5.42159984280229
"10309",10309,1473,0,2,-1.46675650500917,6,1,NA
"10310",10310,1473,1,2,-1.64228197829586,NA,1,NA
"10311",10311,1473,2,NA,NA,NA,NA,-4.63703885566282
"10316",10316,1474,0,2,-1.47047585909528,6,0,NA
"10317",10317,1474,1,3,0.378394892988091,NA,1,NA
"10318",10318,1474,2,NA,NA,NA,NA,-4.55169531296356
"10323",10323,1475,0,3,-1.5139345301197,10,1,NA
"10324",10324,1475,1,2,-1.63057768270835,NA,0,NA
"10325",10325,1475,2,NA,NA,NA,NA,-3.97154606152173
"10330",10330,1476,0,3,0.526925474196471,5,1,NA
"10331",10331,1476,1,2,-1.547208077976,NA,1,NA
"10332",10332,1476,2,NA,NA,NA,NA,-3.91611075160408
"10337",10337,1477,0,3,-1.49922440043564,7,1,NA
"10338",10338,1477,1,3,-1.35332487768513,NA,1,NA
"10339",10339,1477,2,NA,NA,NA,NA,-4.61402668030781
"10344",10344,1478,0,2,-1.53223292225897,5,1,NA
"10345",10345,1478,1,2,-1.3299316129567,NA,1,NA
"10346",10346,1478,2,NA,NA,NA,NA,-5.18803082546304
"10351",10351,1479,0,1,0.529246566924756,10,1,NA
"10352",10352,1479,1,3,-1.53697738846266,NA,1,NA
"10353",10353,1479,2,NA,NA,NA,NA,-5.58700311550157
"10358",10358,1480,0,3,-1.38919332502596,6,1,NA
"10359",10359,1480,1,2,-1.55141991998364,NA,1,NA
"10360",10360,1480,2,NA,NA,NA,NA,-3.83538654966228
"10365",10365,1481,0,1,-1.43408650833142,8,1,NA
"10366",10366,1481,1,3,-1.41672110150596,NA,1,NA
"10367",10367,1481,2,NA,NA,NA,NA,-5.49149327901985
"10372",10372,1482,0,3,-1.37444023823366,5,1,NA
"10373",10373,1482,1,2,-1.50565076863016,NA,0,NA
"10374",10374,1482,2,NA,NA,NA,NA,-4.38026257702861
"10379",10379,1483,0,1,-1.46654032709192,8,1,NA
"10380",10380,1483,1,2,-1.42515141312754,NA,1,NA
"10381",10381,1483,2,NA,NA,NA,NA,-4.55047488765846
"10386",10386,1484,0,1,-1.69585405024697,5,0,NA
"10387",10387,1484,1,3,0.488039254747097,NA,1,NA
"10388",10388,1484,2,NA,NA,NA,NA,-5.46107797568284
"10393",10393,1485,0,3,-1.56000505504887,10,1,NA
"10394",10394,1485,1,2,-1.51278657545988,NA,1,NA
"10395",10395,1485,2,NA,NA,NA,NA,-4.63066566765717
"10400",10400,1486,0,2,-1.68944578205333,7,1,NA
"10401",10401,1486,1,3,-1.46960267031713,NA,1,NA
"10402",10402,1486,2,NA,NA,NA,NA,-4.5993520180216
"10407",10407,1487,0,2,-1.38581314118937,9,1,NA
"10408",10408,1487,1,3,-1.54899323082087,NA,1,NA
"10409",10409,1487,2,NA,NA,NA,NA,-4.51417883420456
"10414",10414,1488,0,2,0.386576754877871,7,1,NA
"10415",10415,1488,1,3,-1.52668126987171,NA,1,NA
"10416",10416,1488,2,NA,NA,NA,NA,-4.74314648358529
"10421",10421,1489,0,1,-1.67851319905773,10,1,NA
"10422",10422,1489,1,1,-1.49619071970412,NA,1,NA
"10423",10423,1489,2,NA,NA,NA,NA,-4.5952081294977
"10428",10428,1490,0,3,-1.31767489810601,9,1,NA
"10429",10429,1490,1,2,-1.68791041932117,NA,0,NA
"10430",10430,1490,2,NA,NA,NA,NA,-3.87564626418244
"10435",10435,1491,0,2,-1.50394520956903,9,1,NA
"10436",10436,1491,1,2,-1.64881679053431,NA,1,NA
"10437",10437,1491,2,NA,NA,NA,NA,-4.72296865271401
"10442",10442,1492,0,2,-1.43841041936898,10,1,NA
"10443",10443,1492,1,2,-1.60765867279893,NA,1,NA
"10444",10444,1492,2,NA,NA,NA,NA,-5.3818295312073
"10449",10449,1493,0,2,-1.52530078724334,6,1,NA
"10450",10450,1493,1,2,-1.63272720460685,NA,1,NA
"10451",10451,1493,2,NA,NA,NA,NA,-4.4639274928872
"10456",10456,1494,0,2,-1.43095094011678,5,1,NA
"10457",10457,1494,1,2,-1.5588043969441,NA,0,NA
"10458",10458,1494,2,NA,NA,NA,NA,-4.57046751272483
"10463",10463,1495,0,2,-1.55401578996956,6,1,NA
"10464",10464,1495,1,2,-1.43911809416678,NA,1,NA
"10465",10465,1495,2,NA,NA,NA,NA,-3.77864012940844
"10470",10470,1496,0,2,-1.48374508283741,8,1,NA
"10471",10471,1496,1,1,-1.57180515150536,NA,1,NA
"10472",10472,1496,2,NA,NA,NA,NA,-3.39649360615191
"10477",10477,1497,0,3,-1.50186243452261,8,1,NA
"10478",10478,1497,1,2,-1.49957291471336,NA,1,NA
"10479",10479,1497,2,NA,NA,NA,NA,-5.40728828729791
"10484",10484,1498,0,2,-1.47601359609671,6,1,NA
"10485",10485,1498,1,2,-1.4015702821609,NA,1,NA
"10486",10486,1498,2,NA,NA,NA,NA,-4.629019924765
"10491",10491,1499,0,2,-1.55501930541895,10,1,NA
"10492",10492,1499,1,3,-1.68832564702287,NA,1,NA
"10493",10493,1499,2,NA,NA,NA,NA,-5.45550957649142
"10498",10498,1500,0,1,-1.50488000419585,9,0,NA
"10499",10499,1500,1,2,0.362705807526591,NA,1,NA
"10500",10500,1500,2,NA,NA,NA,NA,-4.46314751611187
"10505",10505,1501,0,2,-1.50726407044062,5,1,NA
"10506",10506,1501,1,3,-1.40388177219943,NA,1,NA
"10507",10507,1501,2,NA,NA,NA,NA,-4.47079277658978
"10512",10512,1502,0,3,0.51843470217802,9,1,NA
"10513",10513,1502,1,3,-1.44225409920684,NA,0,NA
"10514",10514,1502,2,NA,NA,NA,NA,-4.68334656936691
"10519",10519,1503,0,3,-1.64784236340327,5,0,NA
"10520",10520,1503,1,3,0.546848293231292,NA,1,NA
"10521",10521,1503,2,NA,NA,NA,NA,-4.49803641769202
"10526",10526,1504,0,3,-1.50456390289929,6,1,NA
"10527",10527,1504,1,3,-1.51771400564236,NA,1,NA
"10528",10528,1504,2,NA,NA,NA,NA,-4.75500102819421
"10533",10533,1505,0,2,0.401685381419283,8,0,NA
"10534",10534,1505,1,1,0.660582570729728,NA,1,NA
"10535",10535,1505,2,NA,NA,NA,NA,-5.08605894045348
"10540",10540,1506,0,1,-1.42451291850083,10,1,NA
"10541",10541,1506,1,2,-1.45234080094303,NA,1,NA
"10542",10542,1506,2,NA,NA,NA,NA,-3.32405193588494
"10547",10547,1507,0,1,-1.71260955491961,7,1,NA
"10548",10548,1507,1,3,-1.3161156618278,NA,1,NA
"10549",10549,1507,2,NA,NA,NA,NA,-5.34232435488861
"10554",10554,1508,0,2,-1.46533470966551,10,1,NA
"10555",10555,1508,1,2,-1.37195775491713,NA,0,NA
"10556",10556,1508,2,NA,NA,NA,NA,-4.75784158027362
"10561",10561,1509,0,2,-1.49008130788204,9,1,NA
"10562",10562,1509,1,3,-1.39674339372968,NA,1,NA
"10563",10563,1509,2,NA,NA,NA,NA,-4.55273174347387
"10568",10568,1510,0,2,-1.41568845975737,7,1,NA
"10569",10569,1510,1,2,-1.5430101294153,NA,1,NA
"10570",10570,1510,2,NA,NA,NA,NA,-5.42366227325574
"10575",10575,1511,0,1,0.522292141357783,9,1,NA
"10576",10576,1511,1,3,-1.57079682437707,NA,1,NA
"10577",10577,1511,2,NA,NA,NA,NA,-4.58775542971284
"10582",10582,1512,0,3,-1.49804449728945,10,1,NA
"10583",10583,1512,1,3,-1.560026609289,NA,1,NA
"10584",10584,1512,2,NA,NA,NA,NA,-5.41117212599652
"10589",10589,1513,0,1,0.445249259621254,9,0,NA
"10590",10590,1513,1,3,0.577179572236851,NA,0,NA
"10591",10591,1513,2,NA,NA,NA,NA,-4.7037016132393
"10596",10596,1514,0,2,-1.47431350215922,5,1,NA
"10597",10597,1514,1,3,-1.3551369216578,NA,0,NA
"10598",10598,1514,2,NA,NA,NA,NA,-4.68011616621055
"10603",10603,1515,0,3,0.28092267531675,6,1,NA
"10604",10604,1515,1,1,-1.54396421930182,NA,1,NA
"10605",10605,1515,2,NA,NA,NA,NA,-4.65270765989673
"10610",10610,1516,0,1,-1.5670525239972,7,1,NA
"10611",10611,1516,1,2,-1.47571292063668,NA,1,NA
"10612",10612,1516,2,NA,NA,NA,NA,-5.2377770595869
"10617",10617,1517,0,2,-1.51096292317053,6,1,NA
"10618",10618,1517,1,3,-1.4019640865154,NA,1,NA
"10619",10619,1517,2,NA,NA,NA,NA,-4.7027630699624
"10624",10624,1518,0,2,-1.56056415742765,6,1,NA
"10625",10625,1518,1,3,-1.56746701860946,NA,1,NA
"10626",10626,1518,2,NA,NA,NA,NA,-2.61114681114763
"10631",10631,1519,0,3,0.501518979048195,5,1,NA
"10632",10632,1519,1,3,-1.49726619272281,NA,1,NA
"10633",10633,1519,2,NA,NA,NA,NA,-4.54709476316253
"10638",10638,1520,0,2,-1.59486622798941,9,0,NA
"10639",10639,1520,1,3,0.483594338895215,NA,1,NA
"10640",10640,1520,2,NA,NA,NA,NA,-4.53380018713985
"10645",10645,1521,0,3,-1.47120327718573,9,1,NA
"10646",10646,1521,1,2,-1.51963893577865,NA,1,NA
"10647",10647,1521,2,NA,NA,NA,NA,-4.67669816952903
"10652",10652,1522,0,3,-1.39768597414347,6,1,NA
"10653",10653,1522,1,3,-1.56234088450805,NA,1,NA
"10654",10654,1522,2,NA,NA,NA,NA,-4.55978484669294
"10659",10659,1523,0,2,-1.50063977282154,7,1,NA
"10660",10660,1523,1,2,-1.5086479135996,NA,1,NA
"10661",10661,1523,2,NA,NA,NA,NA,-2.02331833715277
"10666",10666,1524,0,2,0.488106317031716,6,1,NA
"10667",10667,1524,1,2,-1.57552313999802,NA,1,NA
"10668",10668,1524,2,NA,NA,NA,NA,-4.64396207342027
"10673",10673,1525,0,1,-1.66917023920948,5,1,NA
"10674",10674,1525,1,3,-1.44032110291234,NA,1,NA
"10675",10675,1525,2,NA,NA,NA,NA,-4.56706285299851
"10680",10680,1526,0,3,-1.50295313110817,5,0,NA
"10681",10681,1526,1,3,0.539752146905396,NA,1,NA
"10682",10682,1526,2,NA,NA,NA,NA,-4.06078878660095
"10687",10687,1527,0,2,-1.27219927567982,10,1,NA
"10688",10688,1527,1,2,-1.40069755421847,NA,1,NA
"10689",10689,1527,2,NA,NA,NA,NA,-3.90825268420079
"10694",10694,1528,0,2,-1.49737161977938,8,1,NA
"10695",10695,1528,1,2,-1.54299755898527,NA,0,NA
"10696",10696,1528,2,NA,NA,NA,NA,-4.55464960683252
"10701",10701,1529,0,2,-1.70684249295544,9,1,NA
"10702",10702,1529,1,3,-1.54465317801099,NA,1,NA
"10703",10703,1529,2,NA,NA,NA,NA,-4.59247410676292
"10708",10708,1530,0,2,0.526337863355271,6,0,NA
"10709",10709,1530,1,1,0.669057494582004,NA,1,NA
"10710",10710,1530,2,NA,NA,NA,NA,-1.90351503230353
"10715",10715,1531,0,2,-1.40711894391151,7,1,NA
"10716",10716,1531,1,1,-1.65020460937584,NA,1,NA
"10717",10717,1531,2,NA,NA,NA,NA,-4.81326561822116
"10722",10722,1532,0,1,-1.47344615150319,5,1,NA
"10723",10723,1532,1,1,-1.31438154985533,NA,0,NA
"10724",10724,1532,2,NA,NA,NA,NA,-5.50666742298693
"10729",10729,1533,0,3,-1.4975457105932,9,1,NA
"10730",10730,1533,1,2,-1.43089184466614,NA,1,NA
"10731",10731,1533,2,NA,NA,NA,NA,-5.48741333209101
"10736",10736,1534,0,2,-1.49292399563484,7,0,NA
"10737",10737,1534,1,2,0.556663406448549,NA,1,NA
"10738",10738,1534,2,NA,NA,NA,NA,-4.65927730894322
"10743",10743,1535,0,2,0.488884115551541,6,1,NA
"10744",10744,1535,1,3,-1.515455260939,NA,1,NA
"10745",10745,1535,2,NA,NA,NA,NA,-4.5474355828067
"10750",10750,1536,0,3,-1.49656410341614,10,1,NA
"10751",10751,1536,1,2,-1.55016171561764,NA,1,NA
"10752",10752,1536,2,NA,NA,NA,NA,-5.52103195910086
"10757",10757,1537,0,3,0.571068643696194,7,1,NA
"10758",10758,1537,1,2,-1.55429089110899,NA,1,NA
"10759",10759,1537,2,NA,NA,NA,NA,-5.45652142962391
"10764",10764,1538,0,3,-1.48903224139454,6,1,NA
"10765",10765,1538,1,2,-1.51739689882928,NA,1,NA
"10766",10766,1538,2,NA,NA,NA,NA,-4.4243918140291
"10771",10771,1539,0,3,-1.60229669525119,7,1,NA
"10772",10772,1539,1,2,-1.42392301479382,NA,1,NA
"10773",10773,1539,2,NA,NA,NA,NA,-5.2721355141029
"10778",10778,1540,0,3,-1.52595976425905,10,1,NA
"10779",10779,1540,1,2,-1.64994172734062,NA,1,NA
"10780",10780,1540,2,NA,NA,NA,NA,-1.76009956615606
"10785",10785,1541,0,2,-1.43083891956348,6,0,NA
"10786",10786,1541,1,2,0.320518598011127,NA,0,NA
"10787",10787,1541,2,NA,NA,NA,NA,-3.91927990497172
"10792",10792,1542,0,2,-1.3874901750067,7,1,NA
"10793",10793,1542,1,2,-1.4063813234705,NA,1,NA
"10794",10794,1542,2,NA,NA,NA,NA,-5.22914121798379
"10799",10799,1543,0,3,-1.5793058481511,5,1,NA
"10800",10800,1543,1,3,-1.42994762644031,NA,1,NA
"10801",10801,1543,2,NA,NA,NA,NA,-4.54130211803864
"10806",10806,1544,0,3,0.523451767069072,8,1,NA
"10807",10807,1544,1,2,-1.68009733927317,NA,0,NA
"10808",10808,1544,2,NA,NA,NA,NA,-4.64533293641843
"10813",10813,1545,0,2,-1.43524473502793,6,1,NA
"10814",10814,1545,1,2,-1.42747892213709,NA,1,NA
"10815",10815,1545,2,NA,NA,NA,NA,-2.7768666597903
"10820",10820,1546,0,3,-1.43333840258636,8,1,NA
"10821",10821,1546,1,3,-1.6533860825179,NA,1,NA
"10822",10822,1546,2,NA,NA,NA,NA,-4.60605735873373
"10827",10827,1547,0,2,-1.52605575510111,7,1,NA
"10828",10828,1547,1,3,-1.50481868234302,NA,1,NA
"10829",10829,1547,2,NA,NA,NA,NA,-4.68833809958055
"10834",10834,1548,0,2,0.492634652946761,8,1,NA
"10835",10835,1548,1,2,-1.43875205742006,NA,1,NA
"10836",10836,1548,2,NA,NA,NA,NA,-5.5190334871629
"10841",10841,1549,0,2,-1.49380963135772,6,1,NA
"10842",10842,1549,1,2,-1.66890233708426,NA,0,NA
"10843",10843,1549,2,NA,NA,NA,NA,-4.72005728965018
"10848",10848,1550,0,3,0.664862484699129,5,1,NA
"10849",10849,1550,1,3,-1.53846242125659,NA,1,NA
"10850",10850,1550,2,NA,NA,NA,NA,-4.73537704675252
"10855",10855,1551,0,2,-1.30227422196247,9,1,NA
"10856",10856,1551,1,2,-1.3821080555621,NA,1,NA
"10857",10857,1551,2,NA,NA,NA,NA,-4.61692687028488
"10862",10862,1552,0,3,-1.52396783459613,9,1,NA
"10863",10863,1552,1,3,-1.52130982866955,NA,1,NA
"10864",10864,1552,2,NA,NA,NA,NA,-4.00483217300056
"10869",10869,1553,0,2,-1.45683530548759,5,1,NA
"10870",10870,1553,1,3,-1.56800064361357,NA,1,NA
"10871",10871,1553,2,NA,NA,NA,NA,-4.71561323556399
"10876",10876,1554,0,2,-1.55627255980879,6,1,NA
"10877",10877,1554,1,2,-1.58736251478942,NA,1,NA
"10878",10878,1554,2,NA,NA,NA,NA,-5.37268091234677
"10883",10883,1555,0,3,-1.69666599963566,7,1,NA
"10884",10884,1555,1,3,-1.3161136541598,NA,1,NA
"10885",10885,1555,2,NA,NA,NA,NA,-4.36735321045037
"10890",10890,1556,0,3,0.704974032092473,10,1,NA
"10891",10891,1556,1,3,-1.54359305203327,NA,1,NA
"10892",10892,1556,2,NA,NA,NA,NA,-4.83260812485183
"10897",10897,1557,0,3,0.640204858435715,10,1,NA
"10898",10898,1557,1,1,-1.3714289012868,NA,1,NA
"10899",10899,1557,2,NA,NA,NA,NA,-5.33982926672908
"10904",10904,1558,0,3,-1.28633256294022,9,1,NA
"10905",10905,1558,1,2,-1.50778926724577,NA,1,NA
"10906",10906,1558,2,NA,NA,NA,NA,-1.74120760687324
"10911",10911,1559,0,3,-1.66182275543082,10,0,NA
"10912",10912,1559,1,2,0.518915052663074,NA,0,NA
"10913",10913,1559,2,NA,NA,NA,NA,-1.70908081582783
"10918",10918,1560,0,1,-1.40397106552194,7,1,NA
"10919",10919,1560,1,3,-1.47528289555507,NA,1,NA
"10920",10920,1560,2,NA,NA,NA,NA,-4.70320621764441
"10925",10925,1561,0,2,0.532002037139483,6,1,NA
"10926",10926,1561,1,3,-1.43158295526108,NA,1,NA
"10927",10927,1561,2,NA,NA,NA,NA,-4.51032683589078
"10932",10932,1562,0,2,-1.52335875607568,8,1,NA
"10933",10933,1562,1,1,-1.53784333293931,NA,0,NA
"10934",10934,1562,2,NA,NA,NA,NA,-4.55767293941276
"10939",10939,1563,0,2,-1.51716998693586,8,1,NA
"10940",10940,1563,1,2,-1.36560794748795,NA,1,NA
"10941",10941,1563,2,NA,NA,NA,NA,-5.34428063113167
"10946",10946,1564,0,2,-1.66527229968609,7,1,NA
"10947",10947,1564,1,1,-1.43102438087984,NA,1,NA
"10948",10948,1564,2,NA,NA,NA,NA,-4.62864406436572
"10953",10953,1565,0,1,0.531950194533201,9,0,NA
"10954",10954,1565,1,2,0.438875135792862,NA,1,NA
"10955",10955,1565,2,NA,NA,NA,NA,-5.20859890094425
"10960",10960,1566,0,2,-1.515016060516,8,1,NA
"10961",10961,1566,1,2,-1.54191215724358,NA,1,NA
"10962",10962,1566,2,NA,NA,NA,NA,-5.40000303845249
"10967",10967,1567,0,3,-1.47035451373943,9,1,NA
"10968",10968,1567,1,3,-1.58195269852454,NA,1,NA
"10969",10969,1567,2,NA,NA,NA,NA,-5.31057747324753
"10974",10974,1568,0,3,-1.5886722269951,8,1,NA
"10975",10975,1568,1,3,-1.29162708915837,NA,1,NA
"10976",10976,1568,2,NA,NA,NA,NA,-4.50545984747583
"10981",10981,1569,0,2,-1.44122376576477,9,0,NA
"10982",10982,1569,1,1,0.552041300792367,NA,1,NA
"10983",10983,1569,2,NA,NA,NA,NA,-5.39146655336582
"10988",10988,1570,0,3,-1.52631600097215,5,1,NA
"10989",10989,1570,1,3,-1.60225796427106,NA,1,NA
"10990",10990,1570,2,NA,NA,NA,NA,-5.41545290580645
"10995",10995,1571,0,1,0.522604030248439,7,1,NA
"10996",10996,1571,1,1,-1.38266804920308,NA,1,NA
"10997",10997,1571,2,NA,NA,NA,NA,-5.29883264629642
"11002",11002,1572,0,1,-1.59638117244311,8,0,NA
"11003",11003,1572,1,2,0.60400614440052,NA,0,NA
"11004",11004,1572,2,NA,NA,NA,NA,-1.70999588239873
"11009",11009,1573,0,2,-1.47586672234876,8,1,NA
"11010",11010,1573,1,2,-1.30068557366606,NA,1,NA
"11011",11011,1573,2,NA,NA,NA,NA,-4.6226179250843
"11016",11016,1574,0,1,-1.51400898678887,7,1,NA
"11017",11017,1574,1,2,-1.75861753605986,NA,0,NA
"11018",11018,1574,2,NA,NA,NA,NA,-4.49285245787498
"11023",11023,1575,0,3,0.407104624834891,7,1,NA
"11024",11024,1575,1,2,-1.41531000758348,NA,1,NA
"11025",11025,1575,2,NA,NA,NA,NA,-5.58679326664156
"11030",11030,1576,0,3,-1.51438251740502,9,1,NA
"11031",11031,1576,1,2,-1.49217901424689,NA,0,NA
"11032",11032,1576,2,NA,NA,NA,NA,-3.42890071398971
"11037",11037,1577,0,3,-1.32406604395162,6,1,NA
"11038",11038,1577,1,3,-1.511198909677,NA,1,NA
"11039",11039,1577,2,NA,NA,NA,NA,-2.63890968059157
"11044",11044,1578,0,2,-1.51410067553375,7,0,NA
"11045",11045,1578,1,2,0.549858119619137,NA,0,NA
"11046",11046,1578,2,NA,NA,NA,NA,-3.77015962353679
"11051",11051,1579,0,2,-1.35663230463382,8,1,NA
"11052",11052,1579,1,1,-1.47293344175829,NA,1,NA
"11053",11053,1579,2,NA,NA,NA,NA,-5.4366647945549
"11058",11058,1580,0,3,-1.48058670309885,6,1,NA
"11059",11059,1580,1,2,-1.48156770308171,NA,1,NA
"11060",11060,1580,2,NA,NA,NA,NA,-2.6662377109739
"11065",11065,1581,0,2,-1.41969366127505,6,1,NA
"11066",11066,1581,1,2,-1.49374370798741,NA,1,NA
"11067",11067,1581,2,NA,NA,NA,NA,-4.80786336225113
"11072",11072,1582,0,2,-1.51637594373458,5,0,NA
"11073",11073,1582,1,2,0.44287630936446,NA,0,NA
"11074",11074,1582,2,NA,NA,NA,NA,-4.71403377776474
"11079",11079,1583,0,2,-1.47879647003462,6,1,NA
"11080",11080,1583,1,3,-1.55769226452989,NA,1,NA
"11081",11081,1583,2,NA,NA,NA,NA,-2.70544554106163
"11086",11086,1584,0,1,-1.44372016190364,8,1,NA
"11087",11087,1584,1,3,-1.474128794527,NA,1,NA
"11088",11088,1584,2,NA,NA,NA,NA,-2.7919010481581
"11093",11093,1585,0,3,-1.57835526234044,5,1,NA
"11094",11094,1585,1,2,-1.28920601865508,NA,0,NA
"11095",11095,1585,2,NA,NA,NA,NA,-5.24380701354413
"11100",11100,1586,0,3,0.406046509244965,8,1,NA
"11101",11101,1586,1,3,-1.55533465239948,NA,1,NA
"11102",11102,1586,2,NA,NA,NA,NA,-4.75639366876919
"11107",11107,1587,0,3,0.359642667365106,6,1,NA
"11108",11108,1587,1,2,-1.60362696374222,NA,1,NA
"11109",11109,1587,2,NA,NA,NA,NA,-5.3783917787025
"11114",11114,1588,0,3,-1.49944249711171,9,1,NA
"11115",11115,1588,1,3,-1.47757612956065,NA,1,NA
"11116",11116,1588,2,NA,NA,NA,NA,-4.58340012009185
"11121",11121,1589,0,2,-1.58142716453404,7,0,NA
"11122",11122,1589,1,2,0.530714488236304,NA,1,NA
"11123",11123,1589,2,NA,NA,NA,NA,-4.74162700369155
"11128",11128,1590,0,2,-1.60570082978282,10,1,NA
"11129",11129,1590,1,2,-1.50692468464083,NA,1,NA
"11130",11130,1590,2,NA,NA,NA,NA,-5.32904521053381
"11135",11135,1591,0,2,-1.46497909439947,5,1,NA
"11136",11136,1591,1,2,-1.49180452351336,NA,1,NA
"11137",11137,1591,2,NA,NA,NA,NA,-4.64963041887005
"11142",11142,1592,0,2,-1.45911188499868,9,1,NA
"11143",11143,1592,1,3,-1.58339784350207,NA,1,NA
"11144",11144,1592,2,NA,NA,NA,NA,-4.53688786943391
"11149",11149,1593,0,2,-1.37016129395327,6,1,NA
"11150",11150,1593,1,1,-1.47071923600581,NA,1,NA
"11151",11151,1593,2,NA,NA,NA,NA,-4.74135314467057
"11156",11156,1594,0,2,-1.44004490635457,10,0,NA
"11157",11157,1594,1,2,0.393261103906097,NA,1,NA
"11158",11158,1594,2,NA,NA,NA,NA,-5.39027192892333
"11163",11163,1595,0,3,-1.58877314849547,9,1,NA
"11164",11164,1595,1,3,-1.670319075306,NA,1,NA
"11165",11165,1595,2,NA,NA,NA,NA,-5.40292382979801
"11170",11170,1596,0,2,0.624488794701983,6,1,NA
"11171",11171,1596,1,1,-1.50699508486162,NA,0,NA
"11172",11172,1596,2,NA,NA,NA,NA,-5.40543543636293
"11177",11177,1597,0,2,-1.34253072793076,5,1,NA
"11178",11178,1597,1,3,-1.51844269860333,NA,1,NA
"11179",11179,1597,2,NA,NA,NA,NA,-4.42985324206127
"11184",11184,1598,0,2,-1.48890589492702,9,1,NA
"11185",11185,1598,1,2,-1.35569222412139,NA,1,NA
"11186",11186,1598,2,NA,NA,NA,NA,-4.64255040515037
"11191",11191,1599,0,1,0.565217331401946,8,0,NA
"11192",11192,1599,1,1,0.461846481737666,NA,1,NA
"11193",11193,1599,2,NA,NA,NA,NA,-4.65108859473851
"11198",11198,1600,0,3,-1.50715732241209,10,1,NA
"11199",11199,1600,1,2,-1.69636557035728,NA,1,NA
"11200",11200,1600,2,NA,NA,NA,NA,-2.59508412572718
"11205",11205,1601,0,2,-1.6364736912661,5,1,NA
"11206",11206,1601,1,3,-1.60066149128359,NA,1,NA
"11207",11207,1601,2,NA,NA,NA,NA,-4.49857612850506
"11212",11212,1602,0,3,-1.73906431275922,8,1,NA
"11213",11213,1602,1,3,-1.46327224530866,NA,1,NA
"11214",11214,1602,2,NA,NA,NA,NA,-4.77432704381642
"11219",11219,1603,0,3,-1.66822377132432,7,0,NA
"11220",11220,1603,1,2,0.505492905585743,NA,1,NA
"11221",11221,1603,2,NA,NA,NA,NA,-5.20734542159178
"11226",11226,1604,0,2,-1.37596692183847,5,0,NA
